dates,model0,model1,model2,model3,model4
2024/03/15/13:00,0.5241144133022428,0.5136823800161563,0.5535101885297113,1.0771317726670038,1.1502447076036817
2024/03/15/14:00,0.5241144133022428,0.5136823800161563,0.5535101885297113,1.0771317726670038,1.1502447076036817
2024/03/15/15:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/09:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/10:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/11:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/12:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/13:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/14:00,0.6057525642784211,0.46882235227775115,0.5833308947921898,1.0322717449285985,1.1502447076036817
2024/03/18/15:00,0.6127095240272513,0.4757793120265814,0.6116257296572314,1.0322717449285985,1.1754912745949782
2024/03/19/09:00,0.6127095240272513,0.4757793120265814,0.6116257296572314,1.0322717449285985,1.1754912745949782
2024/03/19/10:00,0.6127095240272513,0.4757793120265814,0.6116257296572314,1.0322717449285985,1.1754912745949782
2024/03/19/11:00,0.6127095240272513,0.4757793120265814,0.6116257296572314,1.0322717449285985,1.1754912745949782
2024/03/19/12:00,0.6127095240272513,0.4757793120265814,0.6116257296572314,1.0322717449285985,1.1754912745949782
2024/03/19/13:00,0.5754774815966358,0.4385472695959659,0.6116257296572314,1.0011358724643002,1.1443554021306799
2024/03/19/14:00,0.5641541615228709,0.4385472695959659,0.6116257296572314,0.9898125523905354,1.133032082056915
2024/03/19/15:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/09:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/10:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/11:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/12:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/13:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/14:00,0.5284446984591495,0.46227692682852684,0.5804883940682475,0.9541030893268141,1.0973226189931935
2024/03/20/15:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/09:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/10:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/11:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/12:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/13:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/14:00,0.5262531053297388,0.5317196287321133,0.6499310959718341,1.0235457912304007,1.1378067760962056
2024/03/21/15:00,0.6535940591041429,0.5615160105466928,0.7772720497462382,1.1508867450048048,1.2651477298706097
2024/03/22/09:00,0.6535940591041429,0.5615160105466928,0.7772720497462382,1.1508867450048048,1.2651477298706097
2024/03/22/10:00,0.6535940591041429,0.5615160105466928,0.7772720497462382,1.1508867450048048,1.209593891454442
2024/03/22/11:00,0.5949922728727559,0.5615160105466928,0.7186702635148512,1.1578223980004,1.209593891454442
2024/03/22/12:00,0.5949922728727559,0.5615160105466928,0.7186702635148512,1.0992234465730915,1.209593891454442
2024/03/22/13:00,0.5949922728727559,0.5615160105466928,0.7186702635148512,1.0992234465730915,1.240915687439994
2024/03/22/14:00,0.5949922728727559,0.5615160105466928,0.7186702635148512,1.0992234465730915,1.240915687439994
2024/03/22/15:00,0.5949922728727559,0.5943619404691174,0.7186702635148512,1.0992234465730915,1.238708548610798
2024/03/25/09:00,0.5949922728727559,0.5943619404691174,0.7186702635148512,1.0992234465730915,1.238708548610798
2024/03/25/10:00,0.5949922728727559,0.5943619404691174,0.7186702635148512,1.0992234465730915,1.238708548610798
2024/03/25/11:00,0.5949922728727559,0.5943619404691174,0.7560888695837704,1.0992234465730915,1.238708548610798
2024/03/25/12:00,0.5949922728727559,0.5943619404691174,0.7560888695837704,1.0992234465730915,1.238708548610798
2024/03/25/13:00,0.5949922728727559,0.5943619404691174,0.709685138615822,1.0992234465730915,1.238708548610798
2024/03/25/14:00,0.5949922728727559,0.5943619404691174,0.6724262112691057,1.0992234465730915,1.238708548610798
2024/03/25/15:00,0.6263159892094579,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/09:00,0.6263159892094579,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/10:00,0.6263159892094579,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/11:00,0.6263159892094579,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/12:00,0.6263159892094579,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/13:00,0.5677104079984172,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/14:00,0.5677104079984172,0.6256856568058193,0.6595519637876606,1.1579799277582221,1.2166894975081206
2024/03/26/15:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/09:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/10:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/11:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/12:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/13:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/14:00,0.5677104079984172,0.576225336442476,0.6100916434243172,1.1085196073948789,1.1672291771447774
2024/03/27/15:00,0.5700703671528538,0.5724889427400077,0.606355249721849,1.1047832136924107,1.1650169173791818
2024/03/28/09:00,0.5700703671528538,0.5724889427400077,0.606355249721849,1.1047832136924107,1.1650169173791818
2024/03/28/10:00,0.5297564964260157,0.5724889427400077,0.566041378995011,1.1047832136924107,1.1650169173791818
2024/03/28/11:00,0.48944262569917785,0.5724889427400077,0.5257275082681729,1.1047832136924107,1.1650169173791818
2024/03/28/12:00,0.48944262569917785,0.5724889427400077,0.5257275082681729,1.1047832136924107,1.1650169173791818
2024/03/28/13:00,0.48944262569917785,0.5724889427400077,0.5257275082681729,1.1047832136924107,1.1650169173791818
2024/03/28/14:00,0.48944262569917785,0.5724889427400077,0.5257275082681729,1.1047832136924107,1.1650169173791818
2024/03/28/15:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/09:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/10:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/11:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/12:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/13:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/14:00,0.45979705241339464,0.5428433694542246,0.49608193498238984,1.0751376404066275,1.1353713440933986
2024/03/29/15:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/09:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/10:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/11:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/12:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/13:00,0.471299986283208,0.5543463033240381,0.5075848688522033,1.086640574276441,1.146874277963212
2024/04/01/14:00,0.471299986283208,0.5543463033240381,0.47793536341882914,1.086640574276441,1.146874277963212
2024/04/01/15:00,0.5087114596192848,0.5543463033240381,0.5001064118391118,1.0341304314693756,1.146874277963212
2024/04/02/09:00,0.5087114596192848,0.5543463033240381,0.5001064118391118,1.0341304314693756,1.146874277963212
2024/04/02/10:00,0.5087114596192848,0.5543463033240381,0.5001064118391118,0.9983850304055609,1.146874277963212
2024/04/02/11:00,0.4501036837212158,0.5543463033240381,0.5001064118391118,0.9983850304055609,1.146874277963212
2024/04/02/12:00,0.4501036837212158,0.5543463033240381,0.5001064118391118,0.9983850304055609,1.146874277963212
2024/04/02/13:00,0.4501036837212158,0.5543463033240381,0.5001064118391118,0.9983850304055609,1.146874277963212
2024/04/02/14:00,0.4501036837212158,0.5543463033240381,0.5001064118391118,0.9983850304055609,1.146874277963212
2024/04/02/15:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/09:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/10:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/11:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/12:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/13:00,0.4501036837212158,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/14:00,0.4753293097404504,0.5506057945833915,0.4963659030984652,0.9946445216649143,1.146874277963212
2024/04/03/15:00,0.4472134485544057,0.6032658314663262,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/09:00,0.4472134485544057,0.6032658314663262,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/10:00,0.4472134485544057,0.6032658314663262,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/11:00,0.4472134485544057,0.6032658314663262,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/12:00,0.4472134485544057,0.5690460274640698,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/13:00,0.4587156508618746,0.547019294956791,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/14:00,0.4587156508618746,0.547019294956791,0.5490259399813999,1.0168237087162608,1.1995343148461468
2024/04/04/15:00,0.4885063630682971,0.5768100071632135,0.5300454635514236,1.034421349427706,1.217131955557592
2024/04/05/09:00,0.4885063630682971,0.5768100071632135,0.5300454635514236,1.034421349427706,1.217131955557592
2024/04/05/10:00,0.4885063630682971,0.5768100071632135,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/05/11:00,0.4885063630682971,0.5768100071632135,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/05/12:00,0.5396391568744022,0.5768100071632135,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/05/13:00,0.5237140810510136,0.5768100071632135,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/05/14:00,0.5237140810510136,0.5768100071632135,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/05/15:00,0.5260786124700928,0.6462324082117865,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/08/09:00,0.5260786124700928,0.6462324082117865,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/08/10:00,0.5260786124700928,0.6462324082117865,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/08/11:00,0.549777726974839,0.6462324082117865,0.4714437230426828,0.9758196089189652,1.1585302150488512
2024/04/08/12:00,0.549777726974839,0.6462324082117865,0.4814270952402663,0.9644657461173857,1.1471763522472715
2024/04/08/13:00,0.5567113681739916,0.6287813695456699,0.508174934845222,0.9644657461173857,1.1471763522472715
2024/04/08/14:00,0.5567113681739916,0.6287813695456699,0.5105366314602211,0.9393946778839559,1.1471763522472715
2024/04/08/15:00,0.5514526694405095,0.6235226708121879,0.5083262006004825,0.9371842470242174,1.1236294179507145
2024/04/09/09:00,0.5514526694405095,0.6235226708121879,0.5083262006004825,0.9371842470242174,1.1236294179507145
2024/04/09/10:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/09/11:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/09/12:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/09/13:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/09/14:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/09/15:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/11/09:00,0.49284987731090113,0.5649198786825795,0.4497234084708741,0.8785814548946089,1.065026625821106
2024/04/11/10:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/11/11:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/11/12:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/11/13:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/11/14:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/11/15:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/12/09:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/12/10:00,0.43578356423270015,0.5078535656043786,0.39265709539267313,0.821515141816408,1.007960312742905
2024/04/12/11:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/12/12:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/12/13:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/12/14:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/12/15:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/15/09:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/15/10:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/15/11:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/15/12:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.9493667108652284
2024/04/15/13:00,0.37718996235502344,0.44925996372670185,0.3340634935149964,0.7629215399387312,0.89230753051987
2024/04/15/14:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/15/15:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/09:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/10:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/11:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/12:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/13:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/14:00,0.3201299132793829,0.3921999146510613,0.2770034444393559,0.7058614908630908,0.89230753051987
2024/04/16/15:00,0.29661425327298174,0.36868425464466015,0.2565358694161143,0.6823458308566897,0.8687918705134688
2024/04/17/09:00,0.29661425327298174,0.36868425464466015,0.2565358694161143,0.6823458308566897,0.8687918705134688
2024/04/17/10:00,0.29661425327298174,0.36868425464466015,0.2565358694161143,0.6823458308566897,0.8687918705134688
2024/04/17/11:00,0.29661425327298174,0.36868425464466015,0.2565358694161143,0.6823458308566897,0.8687918705134688
2024/04/17/12:00,0.29661425327298174,0.36868425464466015,0.20101719171504884,0.6823458308566897,0.8132731928124035
2024/04/17/13:00,0.29661425327298174,0.36868425464466015,0.20101719171504884,0.6823458308566897,0.8132731928124035
2024/04/17/14:00,0.29661425327298174,0.36868425464466015,0.20101719171504884,0.6823458308566897,0.8132731928124035
2024/04/17/15:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7960003048176425,0.8132731928124035
2024/04/18/09:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7960003048176425,0.8132731928124035
2024/04/18/10:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7960003048176425,0.8132731928124035
2024/04/18/11:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7557172511544961,0.7729901391492571
2024/04/18/12:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7557172511544961,0.7729901391492571
2024/04/18/13:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7557172511544961,0.7729901391492571
2024/04/18/14:00,0.4102687272339346,0.482338728605613,0.20101719171504884,0.7557172511544961,0.7729901391492571
2024/04/18/15:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7763958971545263,0.7936687851492873
2024/04/19/09:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7763958971545263,0.7936687851492873
2024/04/19/10:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7763958971545263,0.7936687851492873
2024/04/19/11:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7763958971545263,0.7936687851492873
2024/04/19/12:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7763958971545263,0.7936687851492873
2024/04/19/13:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7757496532699302,0.7936687851492873
2024/04/19/14:00,0.4507611144133036,0.5426448569643224,0.26132332007375825,0.7757496532699302,0.7936687851492873
2024/04/19/15:00,0.42572872753875257,0.5176124700897715,0.23629093319920735,0.7994880892506033,0.7686363982747364
2024/04/22/09:00,0.42572872753875257,0.5176124700897715,0.23629093319920735,0.7994880892506033,0.7686363982747364
2024/04/22/10:00,0.42572872753875257,0.46209415816987753,0.18077262127931337,0.7994880892506033,0.7686363982747364
2024/04/22/11:00,0.42572872753875257,0.46209415816987753,0.18077262127931337,0.7994880892506033,0.7686363982747364
2024/04/22/12:00,0.42572872753875257,0.46209415816987753,0.18077262127931337,0.7994880892506033,0.7686363982747364
2024/04/22/13:00,0.42572872753875257,0.46209415816987753,0.18077262127931337,0.7994880892506033,0.7686363982747364
2024/04/22/14:00,0.42572872753875257,0.46209415816987753,0.18077262127931337,0.7994880892506033,0.7686363982747364
2024/04/22/15:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/09:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/10:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/11:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/12:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/13:00,0.5195690030939007,0.46209415816987753,0.18077262127931337,0.8933283648057515,0.8624766738298845
2024/04/23/14:00,0.4960526115251567,0.46209415816987753,0.1572562297105694,0.8933283648057515,0.8624766738298845
2024/04/23/15:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/09:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/10:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/11:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/12:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/13:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/14:00,0.48168102357764664,0.4522941490253479,0.14288464176305937,0.8835283556612219,0.8526766646853549
2024/04/24/15:00,0.4916831420602651,0.4622962675079664,0.15288676024567782,0.8935304741438403,0.8526766646853549
2024/04/25/09:00,0.4916831420602651,0.4622962675079664,0.15288676024567782,0.8935304741438403,0.8526766646853549
2024/04/25/10:00,0.5215055857833077,0.4622962675079664,0.12174567539968695,0.8935304741438403,0.8526766646853549
2024/04/25/11:00,0.5360876045905564,0.4622962675079664,0.12174567539968695,0.8935304741438403,0.8526766646853549
